Vuosi;Kuukausi;Kuukausi numero;Toimiala;Mustavalkosivu A4 (sivua);Värisivu A4 (sivua);Mustavalkosivu A3 (sivua);Värisivu A3 (sivua);Yhteensä (sivua)
2019;tammikuu;1;Business Oulu -liikelaitos;16296;4563;45;73;20977
2019;tammikuu;1;Haukiputaan Kehitys Oy;830;106;0;0;936
2019;tammikuu;1;Hyvinvointipalvelut;269137;37329;747;316;306954
2019;tammikuu;1;Kiertokaari Oy;2625;1226;35;52;3938
2019;tammikuu;1;Konsernihallinto;21758;6628;83;21;28490
2019;tammikuu;1;Monetra Oulu Oy;55399;6604;46;4;61328
2019;tammikuu;1;Nallikari Seaside Oy;1240;722;0;0;1962
2019;tammikuu;1;Oulu-Koillismaan pelastuslaitos;14660;10331;23;18;25032
2019;tammikuu;1;Oulun Digi -liikelaitos;1982;513;4;0;2499
2019;tammikuu;1;Oulun Energia Oy;11847;6689;170;177;18883
2019;tammikuu;1;Oulun Energia/Sähkönmyynti Oy;1959;3418;14;31;5422
2019;tammikuu;1;Oulun Energia/Siirto ja Jakelu Oy;934;562;17;56;1569
2019;tammikuu;1;Oulun Energia/Urakointi Oy;799;631;51;171;1652
2019;tammikuu;1;Oulun Infra -liikelaitos;6278;4258;94;493;8912
2019;tammikuu;1;Oulun kaupunginteatteri Oy;2406;630;0;10;3046
2019;tammikuu;1;Oulun Palvelusäätiö;1086;18;0;0;1104
2019;tammikuu;1;Oulun Satama Oy;718;1205;0;0;1923
2019;tammikuu;1;Oulun seudun ympäristötoimi -liikelaitos;3001;1024;0;0;4025
2019;tammikuu;1;Oulun Tilapalvelut -liikelaitos;18980;4533;82;224;18547
2019;tammikuu;1;Oulun Tuotantokeittiö Oy;2513;3181;0;9;5703
2019;tammikuu;1;Oulun Vesi -liikelaitos;4555;3987;69;203;8692
2019;tammikuu;1;Rakennusvalvonta;3081;1391;173;60;4705
2019;tammikuu;1;Sivistys- ja kulttuuripalvelut / kulttuuri;34776;22091;1925;705;46856
2019;tammikuu;1;Sivistys- ja kulttuuripalvelut / liikunta;6978;3465;55;89;10161
2019;tammikuu;1;Sivistys- ja kulttuuripalvelut / nuoriso;18158;6957;200;151;12753
2019;tammikuu;1;Sivistys- ja kulttuuripalvelut / opetus;738496;182219;28519;15665;958545
2019;tammikuu;1;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;98670;32896;583;304;117062
2019;tammikuu;1;Työterveys Virta Oy;14786;3420;39;9;18254
2019;tammikuu;1;Yhdyskunta- ja ympäristöpalvelut;28587;14016;486;1284;44373
2020;tammikuu;1;Business Oulu -liikelaitos;19254;7066;116;231;26667
2020;tammikuu;1;Hyvinvointipalvelut;437076;72038;646;425;509257
2020;tammikuu;1;Kiertokaari Oy;2124;1184;18;38;3364
2020;tammikuu;1;Konsernihallinto;23578;11214;111;301;35204
2020;tammikuu;1;Monetra Oulu Oy;15877;2964;5;3;16556
2020;tammikuu;1;Nallikari Seaside Oy;1426;1896;0;0;3322
2020;tammikuu;1;Oulu-Koillismaan pelastuslaitos;21642;14157;61;56;35916
2020;tammikuu;1;Oulun Digi -liikelaitos;2104;1468;1;10;3583
2020;tammikuu;1;Oulun Energia Oy;9007;6648;220;251;16126
2020;tammikuu;1;Oulun Energia/Sähkönmyynti Oy;2275;2312;0;124;4711
2020;tammikuu;1;Oulun Energia/Siirto ja Jakelu Oy;1317;733;45;82;2177
2020;tammikuu;1;Oulun Energia/Urakointi Oy;620;1588;74;305;2587
2020;tammikuu;1;Oulun Infra -liikelaitos;6080;3432;217;595;8097
2020;tammikuu;1;Oulun kaupunginteatteri Oy;1966;2092;34;62;4154
2020;tammikuu;1;Oulun Palvelusäätiö;1277;48;0;0;1325
2020;tammikuu;1;Oulun Satama Oy;700;416;0;0;1116
2020;tammikuu;1;Oulun seudun ympäristötoimi -liikelaitos;3615;882;0;0;4497
2020;tammikuu;1;Oulun Tilapalvelut -liikelaitos;25016;5195;665;231;23281
2020;tammikuu;1;Oulun Tuotantokeittiö Oy;11043;748;21;8;11820
2020;tammikuu;1;Oulun Vesi -liikelaitos;5079;6059;127;219;11114
2020;tammikuu;1;Rakennusvalvonta;4459;3295;321;506;8581
2020;tammikuu;1;Sivistys- ja kulttuuripalvelut / kulttuuri;57096;35321;1238;1181;70143
2020;tammikuu;1;Sivistys- ja kulttuuripalvelut / liikunta;10377;5396;439;142;14704
2020;tammikuu;1;Sivistys- ja kulttuuripalvelut / nuoriso;36336;12598;688;404;24558
2020;tammikuu;1;Sivistys- ja kulttuuripalvelut / opetus;1222501;306793;50767;18088;1585981
2020;tammikuu;1;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;159441;57954;851;768;190599
2020;tammikuu;1;Työterveys Virta Oy;19318;3108;3;0;22429
2020;tammikuu;1;Yhdyskunta- ja ympäristöpalvelut;32716;19840;1040;1593;55189
2021;tammikuu;1;Business Oulu -liikelaitos;7555;2679;6;27;10267
2021;tammikuu;1;Hyvinvointipalvelut;337477;53305;533;223;390488
2021;tammikuu;1;Kiertokaari Oy;1257;836;22;42;2157
2021;tammikuu;1;Konsernihallinto;13675;2395;53;3;16126
2021;tammikuu;1;Monetra Oulu Oy;5280;640;5;0;5141
2021;tammikuu;1;Nallikari Seaside Oy;727;237;0;0;964
2021;tammikuu;1;Oulu-Koillismaan pelastuslaitos;11154;7806;32;10;19002
2021;tammikuu;1;Oulun Digi -liikelaitos;3472;1399;0;0;4871
2021;tammikuu;1;Oulun Energia Oy;4144;4660;301;692;9797
2021;tammikuu;1;Oulun Energia/Siirto ja Jakelu Oy;340;588;31;39;998
2021;tammikuu;1;Oulun Energia/Urakointi Oy;576;1253;21;129;1979
2021;tammikuu;1;Oulun Infra -liikelaitos;2179;2599;97;377;5156
2021;tammikuu;1;Oulun kaupunginteatteri Oy;1724;1049;7;47;2827
2021;tammikuu;1;Oulun Palvelusäätiö;815;39;0;0;854
2021;tammikuu;1;Oulun Satama Oy;625;107;0;0;732
2021;tammikuu;1;Oulun seudun ympäristötoimi -liikelaitos;3112;650;0;0;3762
2021;tammikuu;1;Oulun Tilapalvelut -liikelaitos;6361;2871;75;28;5271
2021;tammikuu;1;Oulun Tuotantokeittiö Oy;22279;5346;6;29;27660
2021;tammikuu;1;Oulun Vesi -liikelaitos;2867;3410;51;113;6374
2021;tammikuu;1;Rakennusvalvonta;1745;660;135;36;2576
2021;tammikuu;1;Sivistys- ja kulttuuripalvelut / kulttuuri;28776;11905;1830;500;26267
2021;tammikuu;1;Sivistys- ja kulttuuripalvelut / liikunta;1820;828;61;89;2222
2021;tammikuu;1;Sivistys- ja kulttuuripalvelut / nuoriso;20386;7069;705;311;11781
2021;tammikuu;1;Sivistys- ja kulttuuripalvelut / opetus;847361;238611;34396;11938;1124180
2021;tammikuu;1;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;121003;52072;1110;759;154577
2021;tammikuu;1;Työterveys Virta Oy;12916;2867;2;32;15817
2021;tammikuu;1;Yhdyskunta- ja ympäristöpalvelut;12204;6886;256;778;20124
2022;tammikuu;1;Business Oulu -liikelaitos;8239;3408;18;28;11693
2022;tammikuu;1;Hyvinvointipalvelut;419288;76376;995;209;495384
2022;tammikuu;1;Kiertokaari Oy;1880;820;6;37;2743
2022;tammikuu;1;Konsernihallinto;8392;2109;0;0;9243
2022;tammikuu;1;Monetra Oulu Oy;7280;14911;2;1;14276
2022;tammikuu;1;Nallikari Seaside Oy;1204;964;0;0;2168
2022;tammikuu;1;Oulu-Koillismaan pelastuslaitos;6903;9511;48;127;16589
2022;tammikuu;1;Oulun Digi -liikelaitos;5684;2291;6;8;2957
2022;tammikuu;1;Oulun Energia Oy;3882;4007;129;212;8230
2022;tammikuu;1;Oulun Infra -liikelaitos;3444;3028;107;488;6143
2022;tammikuu;1;Oulun kaupunginteatteri Oy;1305;1787;6;46;3144
2022;tammikuu;1;Oulun Palvelusäätiö;826;37;0;0;863
2022;tammikuu;1;Oulun Satama Oy;236;72;0;0;308
2022;tammikuu;1;Oulun seudun ympäristötoimi -liikelaitos;4297;868;0;0;5165
2022;tammikuu;1;Oulun Tilapalvelut -liikelaitos;4129;1560;176;110;3269
2022;tammikuu;1;Oulun Tuotantokeittiö Oy;22175;1414;15;79;23683
2022;tammikuu;1;Oulun Vesi -liikelaitos;3358;2797;44;179;6051
2022;tammikuu;1;Rakennusvalvonta;7010;1558;115;155;8838
2022;tammikuu;1;Sivistys- ja kulttuuripalvelut / kulttuuri;38289;20977;661;988;36325
2022;tammikuu;1;Sivistys- ja kulttuuripalvelut / liikunta;3166;2590;223;87;5184
2022;tammikuu;1;Sivistys- ja kulttuuripalvelut / nuoriso;26800;10783;433;321;13662
2022;tammikuu;1;Sivistys- ja kulttuuripalvelut / opetus;873986;298684;37995;13746;1206992
2022;tammikuu;1;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;140608;85791;867;1578;196591
2022;tammikuu;1;Yhdyskunta- ja ympäristöpalvelut;15943;8137;474;517;25071
2019;helmikuu;2;Business Oulu -liikelaitos;15084;6206;96;166;21552
2019;helmikuu;2;Haukiputaan Kehitys Oy;341;317;6;4;668
2019;helmikuu;2;Hyvinvointipalvelut;325558;56597;686;2499;384527
2019;helmikuu;2;Kiertokaari Oy;2839;954;57;52;3902
2019;helmikuu;2;Konsernihallinto;24039;9855;37;179;34110
2019;helmikuu;2;Monetra Oulu Oy;69284;19629;182;21;82517
2019;helmikuu;2;Nallikari Seaside Oy;1726;895;0;0;2621
2019;helmikuu;2;Oulu-Koillismaan pelastuslaitos;17937;15376;48;21;33382
2019;helmikuu;2;Oulun Digi -liikelaitos;1898;1308;14;5;3225
2019;helmikuu;2;Oulun Energia Oy;8399;7952;116;331;16798
2019;helmikuu;2;Oulun Energia/Sähkönmyynti Oy;2128;3889;3;35;6055
2019;helmikuu;2;Oulun Energia/Siirto ja Jakelu Oy;1146;772;17;60;1995
2019;helmikuu;2;Oulun Energia/Urakointi Oy;696;632;49;174;1551
2019;helmikuu;2;Oulun Infra -liikelaitos;6528;4693;156;580;9586
2019;helmikuu;2;Oulun kaupunginteatteri Oy;2587;1409;48;50;4094
2019;helmikuu;2;Oulun Palvelusäätiö;1507;33;0;0;1540
2019;helmikuu;2;Oulun Satama Oy;1275;827;0;0;2102
2019;helmikuu;2;Oulun seudun ympäristötoimi -liikelaitos;3364;877;0;0;4241
2019;helmikuu;2;Oulun Tilapalvelut -liikelaitos;22267;5359;152;116;21455
2019;helmikuu;2;Oulun Tuotantokeittiö Oy;2901;4863;17;15;7796
2019;helmikuu;2;Oulun Vesi -liikelaitos;5546;5283;123;205;10967
2019;helmikuu;2;Rakennusvalvonta;5335;1890;558;317;8100
2019;helmikuu;2;Sivistys- ja kulttuuripalvelut / kulttuuri;53376;43258;3358;1200;81661
2019;helmikuu;2;Sivistys- ja kulttuuripalvelut / liikunta;8094;4246;85;127;11653
2019;helmikuu;2;Sivistys- ja kulttuuripalvelut / nuoriso;27479;8994;310;365;17319
2019;helmikuu;2;Sivistys- ja kulttuuripalvelut / opetus;1327704;297698;59680;15959;1684072
2019;helmikuu;2;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;154420;54637;949;911;185180
2019;helmikuu;2;Työterveys Virta Oy;19972;3935;25;0;23932
2019;helmikuu;2;Yhdyskunta- ja ympäristöpalvelut;31819;18996;843;1654;53312
2020;helmikuu;2;Business Oulu -liikelaitos;16942;6601;60;160;23763
2020;helmikuu;2;Hyvinvointipalvelut;383034;63326;883;2398;448873
2020;helmikuu;2;Kiertokaari Oy;2264;815;8;77;3164
2020;helmikuu;2;Konsernihallinto;23557;11574;89;374;35594
2020;helmikuu;2;Monetra Oulu Oy;13166;10861;0;2;18007
2020;helmikuu;2;Nallikari Seaside Oy;1580;1764;0;0;3344
2020;helmikuu;2;Oulu-Koillismaan pelastuslaitos;16799;12876;66;147;29888
2020;helmikuu;2;Oulun Digi -liikelaitos;1509;394;47;5;1955
2020;helmikuu;2;Oulun Energia Oy;12131;7539;248;372;20290
2020;helmikuu;2;Oulun Energia/Sähkönmyynti Oy;2153;2363;95;93;4704
2020;helmikuu;2;Oulun Energia/Siirto ja Jakelu Oy;1246;1111;49;139;2545
2020;helmikuu;2;Oulun Energia/Urakointi Oy;1793;2399;22;212;4426
2020;helmikuu;2;Oulun Infra -liikelaitos;4863;3530;302;539;7552
2020;helmikuu;2;Oulun kaupunginteatteri Oy;1990;1637;17;230;3874
2020;helmikuu;2;Oulun Palvelusäätiö;1118;38;0;0;1156
2020;helmikuu;2;Oulun Satama Oy;894;446;0;0;1340
2020;helmikuu;2;Oulun seudun ympäristötoimi -liikelaitos;3427;628;0;0;4055
2020;helmikuu;2;Oulun Tilapalvelut -liikelaitos;19314;4149;455;99;17782
2020;helmikuu;2;Oulun Tuotantokeittiö Oy;10485;361;8;2;10856
2020;helmikuu;2;Oulun Vesi -liikelaitos;4553;4827;167;183;9540
2020;helmikuu;2;Rakennusvalvonta;3847;2615;309;448;7219
2020;helmikuu;2;Sivistys- ja kulttuuripalvelut / kulttuuri;52730;29856;2233;1246;63965
2020;helmikuu;2;Sivistys- ja kulttuuripalvelut / liikunta;7204;3853;150;191;10010
2020;helmikuu;2;Sivistys- ja kulttuuripalvelut / nuoriso;33196;10904;501;210;22085
2020;helmikuu;2;Sivistys- ja kulttuuripalvelut / opetus;1314706;365659;58015;18824;1742774
2020;helmikuu;2;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;146457;53469;776;599;176268
2020;helmikuu;2;Työterveys Virta Oy;17223;4036;6;17;21282
2020;helmikuu;2;Yhdyskunta- ja ympäristöpalvelut;31223;18269;885;1320;51697
2021;helmikuu;2;Business Oulu -liikelaitos;10543;2889;41;4;13477
2021;helmikuu;2;Hyvinvointipalvelut;402011;65756;663;153;467531
2021;helmikuu;2;Kiertokaari Oy;1555;689;8;19;2271
2021;helmikuu;2;Konsernihallinto;24637;2553;3;1;27194
2021;helmikuu;2;Monetra Oulu Oy;5288;634;5;0;5274
2021;helmikuu;2;Nallikari Seaside Oy;1143;720;0;0;1863
2021;helmikuu;2;Oulu-Koillismaan pelastuslaitos;12022;8844;123;68;21057
2021;helmikuu;2;Oulun Digi -liikelaitos;3857;1483;3;0;5343
2021;helmikuu;2;Oulun Energia Oy;4836;2958;303;553;8650
2021;helmikuu;2;Oulun Energia/Siirto ja Jakelu Oy;376;422;9;67;874
2021;helmikuu;2;Oulun Energia/Urakointi Oy;847;839;30;125;1841
2021;helmikuu;2;Oulun Infra -liikelaitos;4211;4015;79;477;7792
2021;helmikuu;2;Oulun kaupunginteatteri Oy;3481;1263;25;37;4806
2021;helmikuu;2;Oulun Palvelusäätiö;791;37;0;0;828
2021;helmikuu;2;Oulun Satama Oy;883;103;0;0;986
2021;helmikuu;2;Oulun seudun ympäristötoimi -liikelaitos;3803;864;0;0;4667
2021;helmikuu;2;Oulun Tilapalvelut -liikelaitos;7942;2833;223;24;5537
2021;helmikuu;2;Oulun Tuotantokeittiö Oy;24957;6222;5;11;31195
2021;helmikuu;2;Oulun Vesi -liikelaitos;3386;3463;79;137;6898
2021;helmikuu;2;Rakennusvalvonta;2288;833;225;49;3395
2021;helmikuu;2;Sivistys- ja kulttuuripalvelut / kulttuuri;30359;14808;1907;677;31069
2021;helmikuu;2;Sivistys- ja kulttuuripalvelut / liikunta;2535;1175;83;129;3045
2021;helmikuu;2;Sivistys- ja kulttuuripalvelut / nuoriso;21928;7953;461;440;13927
2021;helmikuu;2;Sivistys- ja kulttuuripalvelut / opetus;1142152;345632;56296;22533;1557641
2021;helmikuu;2;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;138462;69902;969;1681;189344
2021;helmikuu;2;Työterveys Virta Oy;15830;2141;2;9;17982
2021;helmikuu;2;Yhdyskunta- ja ympäristöpalvelut;15254;7728;304;473;23759
2022;helmikuu;2;Business Oulu -liikelaitos;8501;3847;15;16;12379
2022;helmikuu;2;Hyvinvointipalvelut;373031;70843;1102;298;443794
2022;helmikuu;2;Kiertokaari Oy;1482;819;9;20;2330
2022;helmikuu;2;Konsernihallinto;12251;2538;0;0;12622
2022;helmikuu;2;Monetra Oulu Oy;6104;545;3;0;5568
2022;helmikuu;2;Nallikari Seaside Oy;1374;1170;0;0;2544
2022;helmikuu;2;Oulu-Koillismaan pelastuslaitos;8892;9635;57;141;18725
2022;helmikuu;2;Oulun Digi -liikelaitos;9965;1691;0;3;2991
2022;helmikuu;2;Oulun Energia Oy;6114;3397;97;231;9839
2022;helmikuu;2;Oulun Infra -liikelaitos;3725;3475;147;468;7041
2022;helmikuu;2;Oulun kaupunginteatteri Oy;1778;1311;19;33;3141
2022;helmikuu;2;Oulun Palvelusäätiö;786;4;0;0;790
2022;helmikuu;2;Oulun Satama Oy;232;204;0;0;436
2022;helmikuu;2;Oulun seudun ympäristötoimi -liikelaitos;4064;987;0;0;5051
2022;helmikuu;2;Oulun Tilapalvelut -liikelaitos;4197;1651;129;70;3029
2022;helmikuu;2;Oulun Tuotantokeittiö Oy;24334;2168;6;28;26536
2022;helmikuu;2;Oulun Vesi -liikelaitos;3413;3118;43;82;6305
2022;helmikuu;2;Rakennusvalvonta;6434;999;233;94;7760
2022;helmikuu;2;Sivistys- ja kulttuuripalvelut / kulttuuri;46920;20105;556;821;38122
2022;helmikuu;2;Sivistys- ja kulttuuripalvelut / liikunta;3940;2801;114;116;5862
2022;helmikuu;2;Sivistys- ja kulttuuripalvelut / nuoriso;32714;11862;451;196;14929
2022;helmikuu;2;Sivistys- ja kulttuuripalvelut / opetus;1097096;355925;55562;25528;1521531
2022;helmikuu;2;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;142386;78533;1042;1176;183578
2022;helmikuu;2;Yhdyskunta- ja ympäristöpalvelut;15889;9475;202;356;25922
2019;maaliskuu;3;Business Oulu -liikelaitos;15214;5105;116;254;20689
2019;maaliskuu;3;Haukiputaan Kehitys Oy;413;193;4;3;613
2019;maaliskuu;3;Hyvinvointipalvelut;343599;52176;794;281;396049
2019;maaliskuu;3;Kiertokaari Oy;3067;1486;138;127;4818
2019;maaliskuu;3;Konsernihallinto;27402;11684;8;279;39373
2019;maaliskuu;3;Monetra Oulu Oy;63651;8460;58;44;70323
2019;maaliskuu;3;Nallikari Seaside Oy;1529;781;0;0;2310
2019;maaliskuu;3;Oulu-Koillismaan pelastuslaitos;15762;13207;21;33;29023
2019;maaliskuu;3;Oulun Digi -liikelaitos;1905;688;6;5;2604
2019;maaliskuu;3;Oulun Energia Oy;8549;8146;235;344;17274
2019;maaliskuu;3;Oulun Energia/Sähkönmyynti Oy;2868;3355;4;19;6246
2019;maaliskuu;3;Oulun Energia/Siirto ja Jakelu Oy;906;735;17;65;1723
2019;maaliskuu;3;Oulun Energia/Urakointi Oy;457;595;5;114;1171
2019;maaliskuu;3;Oulun Infra -liikelaitos;5773;4886;134;494;9847
2019;maaliskuu;3;Oulun kaupunginteatteri Oy;2094;1314;18;70;3496
2019;maaliskuu;3;Oulun Palvelusäätiö;1453;33;0;0;1486
2019;maaliskuu;3;Oulun Satama Oy;1214;730;0;0;1944
2019;maaliskuu;3;Oulun seudun ympäristötoimi -liikelaitos;3590;994;0;0;4584
2019;maaliskuu;3;Oulun Tilapalvelut -liikelaitos;26075;6109;222;176;27318
2019;maaliskuu;3;Oulun Tuotantokeittiö Oy;3603;4825;12;7;8447
2019;maaliskuu;3;Oulun Vesi -liikelaitos;5306;4513;70;132;9725
2019;maaliskuu;3;Rakennusvalvonta;5401;5487;279;2705;13872
2019;maaliskuu;3;Sivistys- ja kulttuuripalvelut / kulttuuri;50406;28847;1379;1395;62190
2019;maaliskuu;3;Sivistys- ja kulttuuripalvelut / liikunta;7356;3494;208;216;10411
2019;maaliskuu;3;Sivistys- ja kulttuuripalvelut / nuoriso;22647;10809;423;771;14549
2019;maaliskuu;3;Sivistys- ja kulttuuripalvelut / opetus;1069403;239358;47137;12017;1357151
2019;maaliskuu;3;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;130893;52615;875;1229;161611
2019;maaliskuu;3;Työterveys Virta Oy;19671;4070;19;16;23776
2019;maaliskuu;3;Yhdyskunta- ja ympäristöpalvelut;32280;21422;999;1623;56324
2020;maaliskuu;3;Business Oulu -liikelaitos;10720;3501;14;22;14257
2020;maaliskuu;3;Hyvinvointipalvelut;381958;51031;1051;441;433729
2020;maaliskuu;3;Kiertokaari Oy;2670;1088;54;141;3953
2020;maaliskuu;3;Konsernihallinto;17021;7151;115;68;24355
2020;maaliskuu;3;Monetra Oulu Oy;12171;1309;16;10;11814
2020;maaliskuu;3;Nallikari Seaside Oy;1210;762;0;0;1972
2020;maaliskuu;3;Oulu-Koillismaan pelastuslaitos;14697;11921;36;12;26666
2020;maaliskuu;3;Oulun Digi -liikelaitos;1210;738;0;0;1948
2020;maaliskuu;3;Oulun Energia Oy;6210;5473;181;265;12129
2020;maaliskuu;3;Oulun Energia/Sähkönmyynti Oy;1699;2232;20;36;3987
2020;maaliskuu;3;Oulun Energia/Siirto ja Jakelu Oy;731;731;12;47;1521
2020;maaliskuu;3;Oulun Energia/Urakointi Oy;539;937;17;104;1597
2020;maaliskuu;3;Oulun Infra -liikelaitos;4112;3479;92;508;7099
2020;maaliskuu;3;Oulun kaupunginteatteri Oy;2208;1375;10;53;3646
2020;maaliskuu;3;Oulun Palvelusäätiö;1663;21;0;0;1684
2020;maaliskuu;3;Oulun Satama Oy;546;252;0;0;798
2020;maaliskuu;3;Oulun seudun ympäristötoimi -liikelaitos;2986;849;0;0;3835
2020;maaliskuu;3;Oulun Tilapalvelut -liikelaitos;15946;2247;62;60;14630
2020;maaliskuu;3;Oulun Tuotantokeittiö Oy;10899;833;31;21;11784
2020;maaliskuu;3;Oulun Vesi -liikelaitos;4294;3467;73;129;7716
2020;maaliskuu;3;Rakennusvalvonta;3540;1700;175;153;5568
2020;maaliskuu;3;Sivistys- ja kulttuuripalvelut / kulttuuri;26796;15789;787;764;34060
2020;maaliskuu;3;Sivistys- ja kulttuuripalvelut / liikunta;3666;1834;36;104;5395
2020;maaliskuu;3;Sivistys- ja kulttuuripalvelut / nuoriso;16322;5860;320;500;12942
2020;maaliskuu;3;Sivistys- ja kulttuuripalvelut / opetus;602563;175397;27164;9436;808475
2020;maaliskuu;3;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;116409;55264;663;939;162499
2020;maaliskuu;3;Työterveys Virta Oy;14916;3098;2;13;18029
2020;maaliskuu;3;Yhdyskunta- ja ympäristöpalvelut;18345;12502;574;978;32399
2021;maaliskuu;3;Business Oulu -liikelaitos;13726;4177;47;136;18086
2021;maaliskuu;3;Hyvinvointipalvelut;401081;69314;611;309;470442
2021;maaliskuu;3;Kiertokaari Oy;1959;1312;36;231;3538
2021;maaliskuu;3;Konsernihallinto;19944;7687;10;56;27697
2021;maaliskuu;3;Monetra Oulu Oy;5841;3933;0;4;7336
2021;maaliskuu;3;Nallikari Seaside Oy;1592;1035;0;0;2627
2021;maaliskuu;3;Oulu-Koillismaan pelastuslaitos;14365;9204;55;62;23686
2021;maaliskuu;3;Oulun Digi -liikelaitos;3882;1136;60;4;5082
2021;maaliskuu;3;Oulun Energia Oy;7167;6645;399;927;15138
2021;maaliskuu;3;Oulun Energia/Siirto ja Jakelu Oy;297;863;40;81;1281
2021;maaliskuu;3;Oulun Infra -liikelaitos;4762;3909;125;516;7928
2021;maaliskuu;3;Oulun kaupunginteatteri Oy;1731;1199;12;38;2980
2021;maaliskuu;3;Oulun Palvelusäätiö;959;98;0;0;1057
2021;maaliskuu;3;Oulun Satama Oy;260;48;0;0;308
2021;maaliskuu;3;Oulun seudun ympäristötoimi -liikelaitos;4577;587;0;0;5164
2021;maaliskuu;3;Oulun Tilapalvelut -liikelaitos;8462;3263;95;45;6165
2021;maaliskuu;3;Oulun Tuotantokeittiö Oy;28391;6494;18;30;34933
2021;maaliskuu;3;Oulun Vesi -liikelaitos;2878;6050;77;161;9096
2021;maaliskuu;3;Rakennusvalvonta;3032;756;366;274;4428
2021;maaliskuu;3;Sivistys- ja kulttuuripalvelut / kulttuuri;31341;14084;4480;636;37338
2021;maaliskuu;3;Sivistys- ja kulttuuripalvelut / liikunta;2325;1358;92;86;2893
2021;maaliskuu;3;Sivistys- ja kulttuuripalvelut / nuoriso;21346;6563;576;374;15343
2021;maaliskuu;3;Sivistys- ja kulttuuripalvelut / opetus;1072632;324868;65823;32401;1486346
2021;maaliskuu;3;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;136088;68453;985;996;188676
2021;maaliskuu;3;Työterveys Virta Oy;20722;4927;1;0;25650
2021;maaliskuu;3;Yhdyskunta- ja ympäristöpalvelut;14737;8401;422;525;24085
2022;maaliskuu;3;Business Oulu -liikelaitos;11677;5820;5;40;17542
2022;maaliskuu;3;Hyvinvointipalvelut;388823;79601;700;425;468757
2022;maaliskuu;3;Kiertokaari Oy;1856;1063;5;24;2948
2022;maaliskuu;3;Konsernihallinto;12196;1701;0;0;11859
2022;maaliskuu;3;Monetra Oulu Oy;7765;723;0;2;7215
2022;maaliskuu;3;Nallikari Seaside Oy;1715;1494;0;0;3209
2022;maaliskuu;3;Oulu-Koillismaan pelastuslaitos;8058;9892;56;86;18092
2022;maaliskuu;3;Oulun Digi -liikelaitos;9838;3899;1;8;5596
